84042 silly lifecycle spmrc@1.2.0~preinstall: no script for preinstall, continuing
88128 verbose linkMans composition@2.2.1
88129 silly build ncp@1.0.1
88130 info linkStuff ncp@1.0.1
88131 silly linkStuff ncp@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88132 silly linkStuff ncp@1.0.1 is part of a global install
88133 silly linkStuff ncp@1.0.1 is installed into a global node_modules
88134 verbose linkBins ncp@1.0.1
88135 verbose link bins [ { ncp: './bin/ncp' },
88135 verbose link bins   '/Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin',
88135 verbose link bins   false ]
88136 verbose linkMans ncp@1.0.1
88137 silly gentlyRm /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/ncp is being purged
88138 verbose gentlyRm don't care about contents; nuking /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/ncp
88139 silly build negotiator@0.6.0
88140 info linkStuff negotiator@0.6.0
88141 silly linkStuff negotiator@0.6.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88142 silly linkStuff negotiator@0.6.0 is part of a global install
88143 silly linkStuff negotiator@0.6.0 is installed into a global node_modules
88144 verbose linkBins negotiator@0.6.0
88145 verbose linkMans negotiator@0.6.0
88146 silly build accepts@1.3.1
88147 info linkStuff accepts@1.3.1
88148 silly linkStuff accepts@1.3.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88149 silly linkStuff accepts@1.3.1 is part of a global install
88150 silly linkStuff accepts@1.3.1 is installed into a global node_modules
88151 verbose linkBins accepts@1.3.1
88152 verbose linkMans accepts@1.3.1
88153 silly build commander@2.1.0
88154 info linkStuff commander@2.1.0
88155 silly linkStuff commander@2.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/nico-spm/node_modules as its parent node_modules
88156 silly linkStuff commander@2.1.0 is part of a global install
88157 silly linkStuff commander@2.1.0 is installed into a global node_modules
88158 verbose linkBins commander@2.1.0
88159 verbose linkMans commander@2.1.0
88160 silly build inherits@2.0.1
88161 info linkStuff inherits@2.0.1
88162 silly linkStuff inherits@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/nico-spm/node_modules as its parent node_modules
88163 silly linkStuff inherits@2.0.1 is part of a global install
88164 silly linkStuff inherits@2.0.1 is installed into a global node_modules
88165 verbose linkBins inherits@2.0.1
88166 verbose linkMans inherits@2.0.1
88167 silly build inherits@2.0.1
88168 info linkStuff inherits@2.0.1
88169 silly linkStuff inherits@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/node-libs-browser/node_modules as its parent node_modules
88170 silly linkStuff inherits@2.0.1 is part of a global install
88171 silly linkStuff inherits@2.0.1 is installed into a global node_modules
88172 verbose linkBins inherits@2.0.1
88173 verbose linkMans inherits@2.0.1
88174 silly build node-uuid@1.4.7
88175 info linkStuff node-uuid@1.4.7
88176 silly linkStuff node-uuid@1.4.7 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88177 silly linkStuff node-uuid@1.4.7 is part of a global install
88178 silly linkStuff node-uuid@1.4.7 is installed into a global node_modules
88179 verbose linkBins node-uuid@1.4.7
88180 verbose link bins [ { uuid: './bin/uuid' },
88180 verbose link bins   '/Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin',
88180 verbose link bins   false ]
88181 verbose linkMans node-uuid@1.4.7
88182 silly gentlyRm /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/uuid is being purged
88183 verbose gentlyRm don't care about contents; nuking /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/uuid
88184 silly build nopt@3.0.6
88185 info linkStuff nopt@3.0.6
88186 silly linkStuff nopt@3.0.6 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88187 silly linkStuff nopt@3.0.6 is part of a global install
88188 silly linkStuff nopt@3.0.6 is installed into a global node_modules
88189 verbose linkBins nopt@3.0.6
88190 verbose link bins [ { nopt: './bin/nopt.js' },
88190 verbose link bins   '/Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin',
88190 verbose link bins   false ]
88191 verbose linkMans nopt@3.0.6
88192 silly gentlyRm /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/nopt is being purged
88193 verbose gentlyRm don't care about contents; nuking /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/nopt
88194 silly build normalize-path@2.0.1
88195 info linkStuff normalize-path@2.0.1
88196 silly linkStuff normalize-path@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88197 silly linkStuff normalize-path@2.0.1 is part of a global install
88198 silly linkStuff normalize-path@2.0.1 is installed into a global node_modules
88199 verbose linkBins normalize-path@2.0.1
88200 verbose linkMans normalize-path@2.0.1
88201 silly build normalize-range@0.1.2
88202 info linkStuff normalize-range@0.1.2
88203 silly linkStuff normalize-range@0.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88204 silly linkStuff normalize-range@0.1.2 is part of a global install
88205 silly linkStuff normalize-range@0.1.2 is installed into a global node_modules
88206 verbose linkBins normalize-range@0.1.2
88207 verbose linkMans normalize-range@0.1.2
88208 silly build object-assign@4.0.1
88209 info linkStuff object-assign@4.0.1
88210 silly linkStuff object-assign@4.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/normalize-url/node_modules as its parent node_modules
88211 silly linkStuff object-assign@4.0.1 is part of a global install
88212 silly linkStuff object-assign@4.0.1 is installed into a global node_modules
88213 verbose linkBins object-assign@4.0.1
88214 verbose linkMans object-assign@4.0.1
88215 silly build inherits@2.0.1
88216 info linkStuff inherits@2.0.1
88217 silly linkStuff inherits@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/npmconf/node_modules as its parent node_modules
88218 silly linkStuff inherits@2.0.1 is part of a global install
88219 silly linkStuff inherits@2.0.1 is installed into a global node_modules
88220 verbose linkBins inherits@2.0.1
88221 verbose linkMans inherits@2.0.1
88222 silly build num2fraction@1.2.2
88223 info linkStuff num2fraction@1.2.2
88224 silly linkStuff num2fraction@1.2.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88225 silly linkStuff num2fraction@1.2.2 is part of a global install
88226 silly linkStuff num2fraction@1.2.2 is installed into a global node_modules
88227 verbose linkBins num2fraction@1.2.2
88228 verbose linkMans num2fraction@1.2.2
88229 silly build number-is-nan@1.0.0
88230 info linkStuff number-is-nan@1.0.0
88231 silly linkStuff number-is-nan@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88232 silly linkStuff number-is-nan@1.0.0 is part of a global install
88233 silly linkStuff number-is-nan@1.0.0 is installed into a global node_modules
88234 verbose linkBins number-is-nan@1.0.0
88235 verbose linkMans number-is-nan@1.0.0
88236 silly build is-finite@1.0.1
88237 info linkStuff is-finite@1.0.1
88238 silly linkStuff is-finite@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88239 silly linkStuff is-finite@1.0.1 is part of a global install
88240 silly linkStuff is-finite@1.0.1 is installed into a global node_modules
88241 verbose linkBins is-finite@1.0.1
88242 verbose linkMans is-finite@1.0.1
88243 silly build is-integer@1.0.6
88244 info linkStuff is-integer@1.0.6
88245 silly linkStuff is-integer@1.0.6 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88246 silly linkStuff is-integer@1.0.6 is part of a global install
88247 silly linkStuff is-integer@1.0.6 is installed into a global node_modules
88248 verbose linkBins is-integer@1.0.6
88249 verbose linkMans is-integer@1.0.6
88250 silly build repeating@2.0.0
88251 info linkStuff repeating@2.0.0
88252 silly linkStuff repeating@2.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/indent-string/node_modules as its parent node_modules
88253 silly linkStuff repeating@2.0.0 is part of a global install
88254 silly linkStuff repeating@2.0.0 is installed into a global node_modules
88255 verbose linkBins repeating@2.0.0
88256 verbose linkMans repeating@2.0.0
88257 silly build indent-string@2.1.0
88258 info linkStuff indent-string@2.1.0
88259 silly linkStuff indent-string@2.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88260 silly linkStuff indent-string@2.1.0 is part of a global install
88261 silly linkStuff indent-string@2.1.0 is installed into a global node_modules
88262 verbose linkBins indent-string@2.1.0
88263 verbose linkMans indent-string@2.1.0
88264 silly build oauth-sign@0.4.0
88265 info linkStuff oauth-sign@0.4.0
88266 silly linkStuff oauth-sign@0.4.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88267 silly linkStuff oauth-sign@0.4.0 is part of a global install
88268 silly linkStuff oauth-sign@0.4.0 is installed into a global node_modules
88269 verbose linkBins oauth-sign@0.4.0
88270 verbose linkMans oauth-sign@0.4.0
88271 silly build object-assign@3.0.0
88272 info linkStuff object-assign@3.0.0
88273 silly linkStuff object-assign@3.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88274 silly linkStuff object-assign@3.0.0 is part of a global install
88275 silly linkStuff object-assign@3.0.0 is installed into a global node_modules
88276 verbose linkBins object-assign@3.0.0
88277 verbose linkMans object-assign@3.0.0
88278 silly build object-keys@0.4.0
88279 info linkStuff object-keys@0.4.0
88280 silly linkStuff object-keys@0.4.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88281 silly linkStuff object-keys@0.4.0 is part of a global install
88282 silly linkStuff object-keys@0.4.0 is installed into a global node_modules
88283 verbose linkBins object-keys@0.4.0
88284 verbose linkMans object-keys@0.4.0
88285 silly build xtend@2.1.2
88286 info linkStuff xtend@2.1.2
88287 silly linkStuff xtend@2.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/through2/node_modules as its parent node_modules
88288 silly linkStuff xtend@2.1.2 is part of a global install
88289 silly linkStuff xtend@2.1.2 is installed into a global node_modules
88290 verbose linkBins xtend@2.1.2
88291 verbose linkMans xtend@2.1.2
88292 silly build object.omit@2.0.0
88293 info linkStuff object.omit@2.0.0
88294 silly linkStuff object.omit@2.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88295 silly linkStuff object.omit@2.0.0 is part of a global install
88296 silly linkStuff object.omit@2.0.0 is installed into a global node_modules
88297 verbose linkBins object.omit@2.0.0
88298 verbose linkMans object.omit@2.0.0
88299 silly build on-finished@2.3.0
88300 info linkStuff on-finished@2.3.0
88301 silly linkStuff on-finished@2.3.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88302 silly linkStuff on-finished@2.3.0 is part of a global install
88303 silly linkStuff on-finished@2.3.0 is installed into a global node_modules
88304 verbose linkBins on-finished@2.3.0
88305 verbose linkMans on-finished@2.3.0
88306 silly build only@0.0.2
88307 info linkStuff only@0.0.2
88308 silly linkStuff only@0.0.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88309 silly linkStuff only@0.0.2 is part of a global install
88310 silly linkStuff only@0.0.2 is installed into a global node_modules
88311 verbose linkBins only@0.0.2
88312 verbose linkMans only@0.0.2
88313 silly build minimist@0.0.10
88314 info linkStuff minimist@0.0.10
88315 silly linkStuff minimist@0.0.10 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/optimist/node_modules as its parent node_modules
88316 silly linkStuff minimist@0.0.10 is part of a global install
88317 silly linkStuff minimist@0.0.10 is installed into a global node_modules
88318 verbose linkBins minimist@0.0.10
88319 verbose linkMans minimist@0.0.10
88320 silly build wordwrap@0.0.3
88321 info linkStuff wordwrap@0.0.3
88322 silly linkStuff wordwrap@0.0.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/optimist/node_modules as its parent node_modules
88323 silly linkStuff wordwrap@0.0.3 is part of a global install
88324 silly linkStuff wordwrap@0.0.3 is installed into a global node_modules
88325 verbose linkBins wordwrap@0.0.3
88326 verbose linkMans wordwrap@0.0.3
88327 silly build optimist@0.6.1
88328 info linkStuff optimist@0.6.1
88329 silly linkStuff optimist@0.6.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88330 silly linkStuff optimist@0.6.1 is part of a global install
88331 silly linkStuff optimist@0.6.1 is installed into a global node_modules
88332 verbose linkBins optimist@0.6.1
88333 verbose linkMans optimist@0.6.1
88334 silly build wordwrap@0.0.3
88335 info linkStuff wordwrap@0.0.3
88336 silly linkStuff wordwrap@0.0.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/optionator/node_modules as its parent node_modules
88337 silly linkStuff wordwrap@0.0.3 is part of a global install
88338 silly linkStuff wordwrap@0.0.3 is installed into a global node_modules
88339 verbose linkBins wordwrap@0.0.3
88340 verbose linkMans wordwrap@0.0.3
88341 silly build ordered-read-streams@0.1.0
88342 info linkStuff ordered-read-streams@0.1.0
88343 silly linkStuff ordered-read-streams@0.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88344 silly linkStuff ordered-read-streams@0.1.0 is part of a global install
88345 silly linkStuff ordered-read-streams@0.1.0 is installed into a global node_modules
88346 verbose linkBins ordered-read-streams@0.1.0
88347 verbose linkMans ordered-read-streams@0.1.0
88348 silly build os-browserify@0.1.2
88349 info linkStuff os-browserify@0.1.2
88350 silly linkStuff os-browserify@0.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88351 silly linkStuff os-browserify@0.1.2 is part of a global install
88352 silly linkStuff os-browserify@0.1.2 is installed into a global node_modules
88353 verbose linkBins os-browserify@0.1.2
88354 verbose linkMans os-browserify@0.1.2
88355 silly build os-homedir@1.0.1
88356 info linkStuff os-homedir@1.0.1
88357 silly linkStuff os-homedir@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88358 silly linkStuff os-homedir@1.0.1 is part of a global install
88359 silly linkStuff os-homedir@1.0.1 is installed into a global node_modules
88360 verbose linkBins os-homedir@1.0.1
88361 verbose linkMans os-homedir@1.0.1
88362 silly build os-locale@1.4.0
88363 info linkStuff os-locale@1.4.0
88364 silly linkStuff os-locale@1.4.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88365 silly linkStuff os-locale@1.4.0 is part of a global install
88366 silly linkStuff os-locale@1.4.0 is installed into a global node_modules
88367 verbose linkBins os-locale@1.4.0
88368 verbose linkMans os-locale@1.4.0
88369 silly build os-tmpdir@1.0.1
88370 info linkStuff os-tmpdir@1.0.1
88371 silly linkStuff os-tmpdir@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88372 silly linkStuff os-tmpdir@1.0.1 is part of a global install
88373 silly linkStuff os-tmpdir@1.0.1 is installed into a global node_modules
88374 verbose linkBins os-tmpdir@1.0.1
88375 verbose linkMans os-tmpdir@1.0.1
88376 silly build osenv@0.1.3
88377 info linkStuff osenv@0.1.3
88378 silly linkStuff osenv@0.1.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88379 silly linkStuff osenv@0.1.3 is part of a global install
88380 silly linkStuff osenv@0.1.3 is installed into a global node_modules
88381 verbose linkBins osenv@0.1.3
88382 verbose linkMans osenv@0.1.3
88383 silly build pako@0.2.8
88384 info linkStuff pako@0.2.8
88385 silly linkStuff pako@0.2.8 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88386 silly linkStuff pako@0.2.8 is part of a global install
88387 silly linkStuff pako@0.2.8 is installed into a global node_modules
88388 verbose linkBins pako@0.2.8
88389 verbose linkMans pako@0.2.8
88390 silly build browserify-zlib@0.1.4
88391 info linkStuff browserify-zlib@0.1.4
88392 silly linkStuff browserify-zlib@0.1.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88393 silly linkStuff browserify-zlib@0.1.4 is part of a global install
88394 silly linkStuff browserify-zlib@0.1.4 is installed into a global node_modules
88395 verbose linkBins browserify-zlib@0.1.4
88396 verbose linkMans browserify-zlib@0.1.4
88397 silly build is-glob@2.0.1
88398 info linkStuff is-glob@2.0.1
88399 silly linkStuff is-glob@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/parse-glob/node_modules as its parent node_modules
88400 silly linkStuff is-glob@2.0.1 is part of a global install
88401 silly linkStuff is-glob@2.0.1 is installed into a global node_modules
88402 verbose linkBins is-glob@2.0.1
88403 verbose linkMans is-glob@2.0.1
88404 silly build parse-glob@3.0.4
88405 info linkStuff parse-glob@3.0.4
88406 silly linkStuff parse-glob@3.0.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88407 silly linkStuff parse-glob@3.0.4 is part of a global install
88408 silly linkStuff parse-glob@3.0.4 is installed into a global node_modules
88409 verbose linkBins parse-glob@3.0.4
88410 verbose linkMans parse-glob@3.0.4
88411 silly build parse-json@2.2.0
88412 info linkStuff parse-json@2.2.0
88413 silly linkStuff parse-json@2.2.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88414 silly linkStuff parse-json@2.2.0 is part of a global install
88415 silly linkStuff parse-json@2.2.0 is installed into a global node_modules
88416 verbose linkBins parse-json@2.2.0
88417 verbose linkMans parse-json@2.2.0
88418 silly build parseurl@1.3.1
88419 info linkStuff parseurl@1.3.1
88420 silly linkStuff parseurl@1.3.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88421 silly linkStuff parseurl@1.3.1 is part of a global install
88422 silly linkStuff parseurl@1.3.1 is installed into a global node_modules
88423 verbose linkBins parseurl@1.3.1
88424 verbose linkMans parseurl@1.3.1
88425 silly build koa-serve-index@1.0.4
88426 info linkStuff koa-serve-index@1.0.4
88427 silly linkStuff koa-serve-index@1.0.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88428 silly linkStuff koa-serve-index@1.0.4 is part of a global install
88429 silly linkStuff koa-serve-index@1.0.4 is installed into a global node_modules
88430 verbose linkBins koa-serve-index@1.0.4
88431 verbose linkMans koa-serve-index@1.0.4
88432 silly build path-browserify@0.0.0
88433 info linkStuff path-browserify@0.0.0
88434 silly linkStuff path-browserify@0.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88435 silly linkStuff path-browserify@0.0.0 is part of a global install
88436 silly linkStuff path-browserify@0.0.0 is installed into a global node_modules
88437 verbose linkBins path-browserify@0.0.0
88438 verbose linkMans path-browserify@0.0.0
88439 silly build path-is-absolute@1.0.0
88440 info linkStuff path-is-absolute@1.0.0
88441 silly linkStuff path-is-absolute@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88442 silly linkStuff path-is-absolute@1.0.0 is part of a global install
88443 silly linkStuff path-is-absolute@1.0.0 is installed into a global node_modules
88444 verbose linkBins path-is-absolute@1.0.0
88445 verbose linkMans path-is-absolute@1.0.0
88446 silly build pbkdf2-compat@2.0.1
88447 info linkStuff pbkdf2-compat@2.0.1
88448 silly linkStuff pbkdf2-compat@2.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88449 silly linkStuff pbkdf2-compat@2.0.1 is part of a global install
88450 silly linkStuff pbkdf2-compat@2.0.1 is installed into a global node_modules
88451 verbose linkBins pbkdf2-compat@2.0.1
88452 verbose linkMans pbkdf2-compat@2.0.1
88453 silly build which@1.0.9
88454 info linkStuff which@1.0.9
88455 silly linkStuff which@1.0.9 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/phantomjs/node_modules as its parent node_modules
88456 silly linkStuff which@1.0.9 is part of a global install
88457 silly linkStuff which@1.0.9 is installed into a global node_modules
88458 verbose linkBins which@1.0.9
88459 verbose link bins [ { which: './bin/which' },
88459 verbose link bins   '/Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/phantomjs/node_modules/.bin',
88459 verbose link bins   false ]
88460 verbose linkMans which@1.0.9
88461 silly gentlyRm /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/phantomjs/node_modules/.bin/which is being purged
88462 verbose gentlyRm don't care about contents; nuking /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/phantomjs/node_modules/.bin/which
88463 silly build pify@2.3.0
88464 info linkStuff pify@2.3.0
88465 silly linkStuff pify@2.3.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88466 silly linkStuff pify@2.3.0 is part of a global install
88467 silly linkStuff pify@2.3.0 is installed into a global node_modules
88468 verbose linkBins pify@2.3.0
88469 verbose linkMans pify@2.3.0
88470 silly build pinkie@2.0.4
88471 info linkStuff pinkie@2.0.4
88472 silly linkStuff pinkie@2.0.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88473 silly linkStuff pinkie@2.0.4 is part of a global install
88474 silly linkStuff pinkie@2.0.4 is installed into a global node_modules
88475 verbose linkBins pinkie@2.0.4
88476 verbose linkMans pinkie@2.0.4
88477 silly build pinkie-promise@2.0.0
88478 info linkStuff pinkie-promise@2.0.0
88479 silly linkStuff pinkie-promise@2.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88480 silly linkStuff pinkie-promise@2.0.0 is part of a global install
88481 silly linkStuff pinkie-promise@2.0.0 is installed into a global node_modules
88482 verbose linkBins pinkie-promise@2.0.0
88483 verbose linkMans pinkie-promise@2.0.0
88484 silly build path-type@1.1.0
88485 info linkStuff path-type@1.1.0
88486 silly linkStuff path-type@1.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88487 silly linkStuff path-type@1.1.0 is part of a global install
88488 silly linkStuff path-type@1.1.0 is installed into a global node_modules
88489 verbose linkBins path-type@1.1.0
88490 verbose linkMans path-type@1.1.0
88491 silly build path-exists@2.1.0
88492 info linkStuff path-exists@2.1.0
88493 silly linkStuff path-exists@2.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88494 silly linkStuff path-exists@2.1.0 is part of a global install
88495 silly linkStuff path-exists@2.1.0 is installed into a global node_modules
88496 verbose linkBins path-exists@2.1.0
88497 verbose linkMans path-exists@2.1.0
88498 silly build find-up@1.1.0
88499 info linkStuff find-up@1.1.0
88500 silly linkStuff find-up@1.1.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
88501 silly linkStuff find-up@1.1.0 is part of a global install
88502 silly linkStuff find-up@1.1.0 is installed into a global node_modules
88503 verbose linkBins find-up@1.1.0
88504 verbose linkMans find-up@1.1.0
88505 silly build source-map@0.5.3
88506 info linkStuff source-map@0.5.3
88507 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-calc/node_modules as its parent node_modules
88508 silly linkStuff source-map@0.5.3 is part of a global install
88509 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88510 verbose linkBins source-map@0.5.3
88511 verbose linkMans source-map@0.5.3
88512 silly build supports-color@3.1.2
88513 info linkStuff supports-color@3.1.2
88514 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-calc/node_modules as its parent node_modules
88515 silly linkStuff supports-color@3.1.2 is part of a global install
88516 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88517 verbose linkBins supports-color@3.1.2
88518 verbose linkMans supports-color@3.1.2
88519 silly build postcss@5.0.16
88520 info linkStuff postcss@5.0.16
88521 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-calc/node_modules as its parent node_modules
88522 silly linkStuff postcss@5.0.16 is part of a global install
88523 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88524 verbose linkBins postcss@5.0.16
88525 verbose linkMans postcss@5.0.16
88526 silly build source-map@0.5.3
88527 info linkStuff source-map@0.5.3
88528 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-colormin/node_modules as its parent node_modules
88529 silly linkStuff source-map@0.5.3 is part of a global install
88530 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88531 verbose linkBins source-map@0.5.3
88532 verbose linkMans source-map@0.5.3
88533 silly build supports-color@3.1.2
88534 info linkStuff supports-color@3.1.2
88535 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-colormin/node_modules as its parent node_modules
88536 silly linkStuff supports-color@3.1.2 is part of a global install
88537 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88538 verbose linkBins supports-color@3.1.2
88539 verbose linkMans supports-color@3.1.2
88540 silly build postcss@5.0.16
88541 info linkStuff postcss@5.0.16
88542 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-colormin/node_modules as its parent node_modules
88543 silly linkStuff postcss@5.0.16 is part of a global install
88544 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88545 verbose linkBins postcss@5.0.16
88546 verbose linkMans postcss@5.0.16
88547 silly build source-map@0.5.3
88548 info linkStuff source-map@0.5.3
88549 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-convert-values/node_modules as its parent node_modules
88550 silly linkStuff source-map@0.5.3 is part of a global install
88551 silly linkStuff source-map@0.5.3 is installed into a global node_modules
88552 verbose linkBins source-map@0.5.3
88553 verbose linkMans source-map@0.5.3
88554 silly build supports-color@3.1.2
88555 info linkStuff supports-color@3.1.2
88556 silly linkStuff supports-color@3.1.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-convert-values/node_modules as its parent node_modules
88557 silly linkStuff supports-color@3.1.2 is part of a global install
88558 silly linkStuff supports-color@3.1.2 is installed into a global node_modules
88559 verbose linkBins supports-color@3.1.2
88560 verbose linkMans supports-color@3.1.2
88561 silly build postcss@5.0.16
88562 info linkStuff postcss@5.0.16
88563 silly linkStuff postcss@5.0.16 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/postcss-convert-values/node_modules as its parent node_modules
88564 silly linkStuff postcss@5.0.16 is part of a global install
88565 silly linkStuff postcss@5.0.16 is installed into a global node_modules
88566 verbose linkBins postcss@5.0.16
88567 verbose linkMans postcss@5.0.16
88568 silly build source-map@0.5.3
